net,length_um
filter.y_out\[6\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__xnor2_2_Y_A_sky130_fd_sc_hd__nand2_2_Y_B,121.36µm
filter.x_in\[4\]_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__xnor2_2_B_Y_sky130_fd_sc_hd__o21a_2_A1_B1_sky130_fd_sc_hd__or3b_2_X_B_sky130_fd_sc_hd__a21o_2_X_A2,120.6µm
filter.x_in\[2\]_sky130_fd_sc_hd__inv_2_A_Y_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__xnor2_2_B_Y_sky130_fd_sc_hd__xnor2_2_B_Y_sky130_fd_sc_hd__or2_2_A_B_sky130_fd_sc_hd__xnor2_2_Y_B,114.88µm
filter.x_in\[6\]_sky130_fd_sc_hd__and2_2_A_B_sky130_fd_sc_hd__a31o_2_X_A1,114.32µm
filter.y_out\[11\],112.64µm
spi_in.shift_reg\[3\],104.7µm
net13,104.175µm
filter.x_in\[10\]_sky130_fd_sc_hd__or2_2_A_B_sky130_fd_sc_hd__xor2_2_X_B_sky130_fd_sc_hd__a31o_2_X_A3_sky130_fd_sc_hd__xnor2_2_Y_A_sky130_fd_sc_hd__o21ai_2_B1_Y_sky130_fd_sc_hd__xnor2_2_A_B_sky130_fd_sc_hd__and3_2_X_A,101.54µm
filter.y_out\[1\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__xor2_2_X_A,100µm
filter.x_in\[12\]_sky130_fd_sc_hd__xnor2_2_A_B_sky130_fd_sc_hd__xnor2_2_Y_B_sky130_fd_sc_hd__a31o_2_X_A2,96.01µm
filter.x_in\[12\]_sky130_fd_sc_hd__a21oi_2_A1_B1_sky130_fd_sc_hd__and3_2_X_B_sky130_fd_sc_hd__a22o_2_X_A1_sky130_fd_sc_hd__nand2_2_Y_A,95.72µm
filter.x_in\[10\]_sky130_fd_sc_hd__or2_2_A_B_sky130_fd_sc_hd__xor2_2_X_B_sky130_fd_sc_hd__a31o_2_X_A2_sky130_fd_sc_hd__xor2_2_X_A_sky130_fd_sc_hd__a21o_2_B1_A2_sky130_fd_sc_hd__o21ba_2_A2_X,94.18µm
filter.x_in\[10\]_sky130_fd_sc_hd__or2_2_A_B_sky130_fd_sc_hd__xor2_2_X_B_sky130_fd_sc_hd__a31o_2_X_A2_sky130_fd_sc_hd__xor2_2_X_A_sky130_fd_sc_hd__a21o_2_B1_A2_sky130_fd_sc_hd__o21ba_2_A2_B1_N_sky130_fd_sc_hd__nand2_2_A_Y_sky130_fd_sc_hd__o21a_2_B1_X,93.16µm
filter.x_in\[10\]_sky130_fd_sc_hd__or2_2_A_B_sky130_fd_sc_hd__xor2_2_X_B,92.34µm
spi_in.shift_reg\[6\],91.3µm
filter.x_in\[12\]_sky130_fd_sc_hd__a21oi_2_A1_B1_sky130_fd_sc_hd__and3_2_X_B_sky130_fd_sc_hd__a22o_2_X_A1_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__nand3_2_C_Y,91.18µm
filter.x_in\[10\]_sky130_fd_sc_hd__or2_2_A_B_sky130_fd_sc_hd__xor2_2_X_B_sky130_fd_sc_hd__a31o_2_X_A2_sky130_fd_sc_hd__xor2_2_X_A_sky130_fd_sc_hd__a21o_2_B1_A2_sky130_fd_sc_hd__o21ba_2_A2_B1_N_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__xnor2_2_B_Y,88.14µm
filter.y_out\[3\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__nor2_2_Y_A_sky130_fd_sc_hd__and2b_2_X_B,86µm
net14,85.64µm
filter.x_in\[5\]_sky130_fd_sc_hd__or2_2_A_B_sky130_fd_sc_hd__o21ai_2_Y_A1_sky130_fd_sc_hd__xnor2_2_A_Y,85.2µm
filter.y_out\[10\],84.695µm
filter.y_out\[4\],84.54µm
filter.x_in\[3\]_sky130_fd_sc_hd__a21oi_2_B1_Y_sky130_fd_sc_hd__o31a_2_A3_A1_sky130_fd_sc_hd__a21oi_2_Y_A1_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__o31a_2_A2_A3,83.38µm
filter.x_in\[12\]_sky130_fd_sc_hd__a21oi_2_A1_B1_sky130_fd_sc_hd__and3_2_X_B_sky130_fd_sc_hd__a22o_2_X_B2,82.3µm
filter.y_out\[1\]_sky130_fd_sc_hd__xor2_2_A_X,81.89µm
filter.y_out\[1\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__xor2_2_X_B_sky130_fd_sc_hd__xnor2_2_Y_A_sky130_fd_sc_hd__nor2_2_Y_A,81.72µm
filter.x_in\[0\]_sky130_fd_sc_hd__o21ai_2_A1_Y_sky130_fd_sc_hd__xnor2_2_A_B_sky130_fd_sc_hd__xnor2_2_Y_A,79.98µm
filter.x_in\[0\]_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__and2_2_B_X_sky130_fd_sc_hd__o32a_2_A3_B2,78.31µm
filter.y_out\[0\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__xor2_2_X_A_sky130_fd_sc_hd__and3b_2_X_C_sky130_fd_sc_hd__a21o_2_X_B1_sky130_fd_sc_hd__a2bb2o_2_X_B2_sky130_fd_sc_hd__o2bb2a_2_X_B1,77.86µm
filter.x_in\[2\]_sky130_fd_sc_hd__inv_2_A_Y,76.5µm
filter.y_out\[6\],75.66µm
filter.x_in\[0\]_sky130_fd_sc_hd__o21ai_2_A1_Y_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__a21oi_2_A2_A1_sky130_fd_sc_hd__or2_2_X_B,75.48µm
filter.x_in\[0\]_sky130_fd_sc_hd__o21ai_2_A1_Y_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__a21oi_2_A2_A1_sky130_fd_sc_hd__or2_2_X_A,74.86µm
filter.x_in\[9\],74.86µm
filter.x_in\[7\]_sky130_fd_sc_hd__and2_2_A_X_sky130_fd_sc_hd__a22o_2_B2_A2_sky130_fd_sc_hd__o21ai_2_Y_A2,74.84µm
filter.x_in\[9\]_sky130_fd_sc_hd__xnor2_2_A_B_sky130_fd_sc_hd__xor2_2_X_B_sky130_fd_sc_hd__o21ai_2_Y_A1,74.62µm
filter.y_out\[4\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__xnor2_2_Y_B_sky130_fd_sc_hd__nor2_2_Y_A_sky130_fd_sc_hd__and3_2_X_C,74.285µm
filter.x_in\[15\],74.23µm
spi_in.shift_reg\[0\],73.96µm
filter.x_in\[4\]_sky130_fd_sc_hd__xnor2_2_A_B_sky130_fd_sc_hd__a21oi_2_Y_A2_sky130_fd_sc_hd__xnor2_2_Y_B,72.96µm
filter.x_in\[6\]_sky130_fd_sc_hd__and2_2_A_B_sky130_fd_sc_hd__a31o_2_X_B1_sky130_fd_sc_hd__and2_2_X_B_sky130_fd_sc_hd__o22a_2_X_B1_sky130_fd_sc_hd__or3b_2_A_X,72.74µm
filter.x_in\[2\]_sky130_fd_sc_hd__inv_2_A_Y_sky130_fd_sc_hd__o2bb2ai_2_B2_A2_N_sky130_fd_sc_hd__a21o_2_B1_X,71.86µm
filter.x_in\[5\]_sky130_fd_sc_hd__or2_2_A_B_sky130_fd_sc_hd__o21ai_2_Y_A1_sky130_fd_sc_hd__a21oi_2_Y_A2,71.74µm
filter.y_out\[0\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__xor2_2_X_A_sky130_fd_sc_hd__and3b_2_X_C_sky130_fd_sc_hd__a21o_2_X_A2_sky130_fd_sc_hd__o21ai_2_Y_A1,71.62µm
filter.x_in\[4\]_sky130_fd_sc_hd__xnor2_2_A_B,71.16µm
filter.x_in\[0\]_sky130_fd_sc_hd__o21ai_2_A1_Y_sky130_fd_sc_hd__xnor2_2_A_B_sky130_fd_sc_hd__xnor2_2_Y_A_sky130_fd_sc_hd__o21ai_2_Y_B1_sky130_fd_sc_hd__nand2_2_Y_B,71µm
filter.x_in\[10\]_sky130_fd_sc_hd__or2_2_A_B_sky130_fd_sc_hd__xor2_2_X_A,70.68µm
filter.x_in\[6\]_sky130_fd_sc_hd__and2_2_A_X_sky130_fd_sc_hd__xor2_2_A_X_sky130_fd_sc_hd__o21ai_2_B1_Y,69.94µm
filter.x_in\[6\]_sky130_fd_sc_hd__and2_2_A_B,69.36µm
filter.y_out\[0\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__xor2_2_X_B_sky130_fd_sc_hd__xnor2_2_Y_A,69.11µm
filter.x_in\[9\]_sky130_fd_sc_hd__a21o_2_A1_X_sky130_fd_sc_hd__nand2b_2_B_Y_sky130_fd_sc_hd__or3_2_A_X,68.68µm
filter.x_in\[10\]_sky130_fd_sc_hd__or2_2_A_B_sky130_fd_sc_hd__xor2_2_X_B_sky130_fd_sc_hd__a31o_2_X_A3_sky130_fd_sc_hd__xnor2_2_Y_A_sky130_fd_sc_hd__o21ai_2_B1_Y_sky130_fd_sc_hd__xnor2_2_A_B_sky130_fd_sc_hd__and3_2_X_B,68.3µm
filter.x_in\[10\]_sky130_fd_sc_hd__or2_2_A_B_sky130_fd_sc_hd__xor2_2_X_B_sky130_fd_sc_hd__a31o_2_X_A1_sky130_fd_sc_hd__nor2_2_B_A,68.14µm
filter.x_in\[14\]_sky130_fd_sc_hd__inv_2_A_Y_sky130_fd_sc_hd__or2_2_A_X_sky130_fd_sc_hd__and3_2_B_A_sky130_fd_sc_hd__or2_2_X_A_sky130_fd_sc_hd__nand2b_2_Y_B,67.805µm
filter.x_in\[2\]_sky130_fd_sc_hd__inv_2_A_Y_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__xnor2_2_B_A,66.36µm
filter.x_in\[0\]_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__and2_2_B_X_sky130_fd_sc_hd__o32a_2_A3_B1,66.2µm
filter.x_in\[14\]_sky130_fd_sc_hd__inv_2_A_Y_sky130_fd_sc_hd__or2_2_A_B_sky130_fd_sc_hd__a21o_2_X_A1_sky130_fd_sc_hd__or2_2_X_B,65.16µm
filter.x_in\[2\]_sky130_fd_sc_hd__inv_2_A_Y_sky130_fd_sc_hd__o2bb2ai_2_B2_Y,64.42µm
filter.x_in\[0\]_sky130_fd_sc_hd__o21ai_2_A1_Y_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__a21oi_2_A2_Y,63.22µm
filter.x_in\[0\]_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__and2_2_B_X_sky130_fd_sc_hd__o32a_2_A3_X_sky130_fd_sc_hd__nand2b_2_A_N_Y,62.76µm
filter.x_in\[12\],62.44µm
filter.y_out\[0\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__xor2_2_X_B_sky130_fd_sc_hd__xnor2_2_Y_A_sky130_fd_sc_hd__or2_2_X_B_sky130_fd_sc_hd__and3_2_X_B,62.15µm
filter.y_out\[5\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__xor2_2_X_A_sky130_fd_sc_hd__nor2_2_Y_A_sky130_fd_sc_hd__nor3b_2_Y_B,61.91µm
filter.x_in\[2\]_sky130_fd_sc_hd__inv_2_A_Y_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__and2b_2_A_N_X_sky130_fd_sc_hd__a41oi_2_B1_A2,61.85µm
filter.x_in\[6\]_sky130_fd_sc_hd__and2_2_A_X_sky130_fd_sc_hd__a21oi_2_A1_Y,61.54µm
spi_sel_sky130_fd_sc_hd__a21oi_2_B1_Y,61.42µm
spi_in.valid_out_sky130_fd_sc_hd__nand2_2_A_Y,60.84µm
filter.x_in\[4\]_sky130_fd_sc_hd__xnor2_2_A_B_sky130_fd_sc_hd__a21oi_2_Y_A2_sky130_fd_sc_hd__xnor2_2_Y_B_sky130_fd_sc_hd__xnor2_2_B_1_Y,60.02µm
filter.x_in\[10\]_sky130_fd_sc_hd__or2_2_A_B_sky130_fd_sc_hd__xor2_2_X_B_sky130_fd_sc_hd__a31o_2_X_A3_sky130_fd_sc_hd__xnor2_2_Y_A,59.56µm
filter.x_in\[0\]_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__and2_2_B_X_sky130_fd_sc_hd__nor2_2_B_Y_sky130_fd_sc_hd__xor2_2_B_X_sky130_fd_sc_hd__nor2_2_B_A,59.38µm
filter.x_in\[3\]_sky130_fd_sc_hd__a21oi_2_B1_Y_sky130_fd_sc_hd__o31a_2_A3_X_sky130_fd_sc_hd__xnor2_2_A_Y,59.36µm
filter.x_in\[11\]_sky130_fd_sc_hd__nand2_2_A_B,58.84µm
filter.x_in\[6\]_sky130_fd_sc_hd__nor2_2_A_Y_sky130_fd_sc_hd__nor2_2_B_Y_sky130_fd_sc_hd__nor2_2_A_B_sky130_fd_sc_hd__xnor2_2_Y_A,58.585µm
filter.x_in\[12\]_sky130_fd_sc_hd__xnor2_2_A_B,58.54µm
filter.x_in\[8\]_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__xor2_2_A_B_sky130_fd_sc_hd__xnor2_2_Y_A_sky130_fd_sc_hd__xnor2_2_Y_A,58.22µm
filter.x_in\[3\]_sky130_fd_sc_hd__and3_2_A_X,57.7µm
filter.x_in\[10\],57.58µm
filter.x_in\[0\]_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__and2_2_B_X_sky130_fd_sc_hd__o32a_2_A3_B1_sky130_fd_sc_hd__xnor2_2_Y_A_sky130_fd_sc_hd__o21ba_2_X_A1,57.28µm
filter.y_out\[6\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__xnor2_2_Y_B_sky130_fd_sc_hd__xnor2_2_Y_A,56.78µm
filter.x_in\[3\]_sky130_fd_sc_hd__a21oi_2_B1_Y_sky130_fd_sc_hd__o31a_2_A3_A1,56.18µm
filter.y_out\[0\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__xor2_2_X_A_sky130_fd_sc_hd__and3b_2_X_C_sky130_fd_sc_hd__a21o_2_X_A1_sky130_fd_sc_hd__nor2_2_Y_A_sky130_fd_sc_hd__nor2_2_Y_A,55.68µm
filter.y_out\[5\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__xor2_2_X_B_sky130_fd_sc_hd__nand2_2_Y_A,54.94µm
spi_in.shift_reg\[2\],54.38µm
filter.x_in\[10\]_sky130_fd_sc_hd__or2_2_A_B_sky130_fd_sc_hd__xor2_2_X_B_sky130_fd_sc_hd__a31o_2_X_A2_sky130_fd_sc_hd__xor2_2_X_A_sky130_fd_sc_hd__a21o_2_B1_X,54.08µm
net87,53.84µm
filter.x_in\[6\]_sky130_fd_sc_hd__and2_2_A_B_sky130_fd_sc_hd__a31o_2_X_B1_sky130_fd_sc_hd__and2_2_X_B,52.32µm
filter.x_in\[11\]_sky130_fd_sc_hd__nand2_2_A_B_sky130_fd_sc_hd__and2_2_X_B_sky130_fd_sc_hd__nand3_2_Y_C_sky130_fd_sc_hd__a21o_2_B1_X,51.94µm
filter.x_in\[6\]_sky130_fd_sc_hd__and2_2_A_B_sky130_fd_sc_hd__a31o_2_X_B1_sky130_fd_sc_hd__and2_2_X_B_sky130_fd_sc_hd__o22a_2_X_B2,51.88µm
filter.x_in\[12\]_sky130_fd_sc_hd__a21oi_2_A1_B1,51.86µm
spi_in.shift_reg\[4\],51.38µm
filter.x_in\[6\]_sky130_fd_sc_hd__and2_2_A_B_sky130_fd_sc_hd__a31o_2_X_A2_sky130_fd_sc_hd__xnor2_2_A_Y,50.92µm
filter.y_out\[5\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__xor2_2_X_B,49.98µm
filter.x_in\[0\]_sky130_fd_sc_hd__o21ai_2_A1_Y_sky130_fd_sc_hd__and2b_2_A_N_X_sky130_fd_sc_hd__o21ai_2_A2_Y,49.88µm
filter.y_out\[13\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__xnor2_2_Y_B,49.6µm
filter.x_in\[9\]_sky130_fd_sc_hd__a21o_2_A1_X_sky130_fd_sc_hd__xor2_2_B_X_sky130_fd_sc_hd__xnor2_2_A_Y,49.5µm
filter.x_in\[2\]_sky130_fd_sc_hd__inv_2_A_Y_sky130_fd_sc_hd__o2bb2ai_2_B2_Y_sky130_fd_sc_hd__xor2_2_A_X_sky130_fd_sc_hd__xnor2_2_A_Y,48.72µm
filter.x_in\[0\]_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__and2_2_B_X_sky130_fd_sc_hd__nor2_2_B_Y_sky130_fd_sc_hd__xor2_2_B_X_sky130_fd_sc_hd__nor2_2_B_A_sky130_fd_sc_hd__a21boi_2_Y_A1,48.2µm
filter.x_in\[1\],48.2µm
filter.x_in\[5\]_sky130_fd_sc_hd__or2_2_A_B,47.7µm
filter.y_out\[0\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__xor2_2_X_A_sky130_fd_sc_hd__and3b_2_X_B_sky130_fd_sc_hd__o211a_2_X_B1,47.42µm
filter.x_in\[9\]_sky130_fd_sc_hd__xnor2_2_A_B_sky130_fd_sc_hd__xor2_2_X_B_sky130_fd_sc_hd__o21ai_2_Y_A2_sky130_fd_sc_hd__or2_2_X_A,47.36µm
filter.x_in\[3\]_sky130_fd_sc_hd__a21oi_2_B1_Y_sky130_fd_sc_hd__o31a_2_A3_A1_sky130_fd_sc_hd__a21oi_2_Y_A1_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__xnor2_2_A_Y,46.975µm
filter.x_in\[2\]_sky130_fd_sc_hd__inv_2_A_Y_sky130_fd_sc_hd__xnor2_2_A_B_sky130_fd_sc_hd__mux2_1_X_A0,46.58µm
filter.x_in\[13\],46.28µm
filter.x_in\[10\]_sky130_fd_sc_hd__or2_2_A_B_sky130_fd_sc_hd__xor2_2_X_B_sky130_fd_sc_hd__a31o_2_X_A1,46.18µm
net85,45.62µm
filter.y_out\[0\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__xor2_2_X_A_sky130_fd_sc_hd__and3b_2_X_C_sky130_fd_sc_hd__a21o_2_X_B1_sky130_fd_sc_hd__a2bb2o_2_X_A1_N_sky130_fd_sc_hd__o2bb2a_2_X_A1_N,45.52µm
filter.x_in\[13\]_sky130_fd_sc_hd__nand2_2_A_Y_sky130_fd_sc_hd__a21o_2_A2_X,45.36µm
spi_sel_sky130_fd_sc_hd__nor3b_2_A_Y,45.34µm
filter.x_in\[2\]_sky130_fd_sc_hd__inv_2_A_Y_sky130_fd_sc_hd__o2bb2ai_2_B2_A2_N_sky130_fd_sc_hd__a21o_2_B1_A2,44.63µm
net80,44.56µm
filter.x_in\[6\]_sky130_fd_sc_hd__and2_2_A_X_sky130_fd_sc_hd__a21oi_2_A1_A2_sky130_fd_sc_hd__or3_2_X_B,43.96µm
filter.x_in\[7\],43.96µm
filter.x_in\[2\]_sky130_fd_sc_hd__inv_2_A_Y_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__and2b_2_A_N_X_sky130_fd_sc_hd__a41oi_2_B1_Y,43.8µm
filter.x_in\[0\]_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__and2_2_B_X_sky130_fd_sc_hd__o32a_2_A3_B2_sky130_fd_sc_hd__o21a_2_X_B1_sky130_fd_sc_hd__nand2_2_Y_B,43.78µm
filter.y_out\[0\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__xor2_2_X_A_sky130_fd_sc_hd__and3b_2_X_C_sky130_fd_sc_hd__a21o_2_X_B1_sky130_fd_sc_hd__a2bb2o_2_X_B1_sky130_fd_sc_hd__a2bb2o_2_X_B2_sky130_fd_sc_hd__o32a_2_X_A2_sky130_fd_sc_hd__nor3_2_Y_C_sky130_fd_sc_hd__and3b_2_X_B,43.66µm
filter.x_in\[0\]_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__and2_2_B_X_sky130_fd_sc_hd__o32a_2_A3_B2_sky130_fd_sc_hd__o21a_2_X_B1_sky130_fd_sc_hd__nand2_2_Y_A_sky130_fd_sc_hd__and3_2_X_B,43.42µm
filter.x_in\[8\]_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__xor2_2_A_B_sky130_fd_sc_hd__xnor2_2_Y_B,41.9µm
net71,41.86µm
filter.x_in\[11\]_sky130_fd_sc_hd__nand2_2_A_Y_sky130_fd_sc_hd__a211o_2_A2_X,41.82µm
filter.x_in\[7\]_sky130_fd_sc_hd__and2_2_A_X_sky130_fd_sc_hd__a22o_2_B2_X_sky130_fd_sc_hd__and2b_2_B_X_sky130_fd_sc_hd__inv_2_A_Y,41.74µm
filter.y_out\[0\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__xor2_2_X_A_sky130_fd_sc_hd__and3b_2_X_C_sky130_fd_sc_hd__a21o_2_X_A2_sky130_fd_sc_hd__o21ai_2_Y_B1_sky130_fd_sc_hd__or2_2_X_A,41.7µm
filter.y_out\[15\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__and3_2_X_B_sky130_fd_sc_hd__a21boi_2_Y_A1,41.24µm
spi_out.bit_cnt\[1\]_sky130_fd_sc_hd__and3_2_A_X,41.08µm
filter.x_in\[9\]_sky130_fd_sc_hd__xnor2_2_A_B_sky130_fd_sc_hd__xor2_2_X_A_sky130_fd_sc_hd__xnor2_2_Y_A,41.04µm
filter.x_in\[0\]_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__and2_2_B_X_sky130_fd_sc_hd__o32a_2_A3_B2_sky130_fd_sc_hd__o21a_2_X_A2_sky130_fd_sc_hd__xor2_2_B_X_sky130_fd_sc_hd__xor2_2_B_A,40.54µm
net4,40.24µm
filter.y_out\[11\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__xnor2_2_Y_B_sky130_fd_sc_hd__o21ai_2_Y_B1,40.2µm
spi_in.shift_reg\[13\],39.98µm
filter.x_in\[8\]_sky130_fd_sc_hd__xnor2_2_A_Y_sky130_fd_sc_hd__xor2_2_A_B_sky130_fd_sc_hd__xnor2_2_Y_A,39.78µm
filter.x_in\[11\]_sky130_fd_sc_hd__nand2_2_A_B_sky130_fd_sc_hd__and2_2_X_B_sky130_fd_sc_hd__nand3_2_Y_A_sky130_fd_sc_hd__nand2_2_Y_B,39.52µm
filter.x_in\[10\]_sky130_fd_sc_hd__or2_2_A_B_sky130_fd_sc_hd__xor2_2_X_B_sky130_fd_sc_hd__a31o_2_X_A2,39.2µm
filter.x_in\[14\]_sky130_fd_sc_hd__inv_2_A_Y_sky130_fd_sc_hd__or2_2_A_X_sky130_fd_sc_hd__a21oi_2_A2_Y,38.48µm
filter.x_in\[0\]_sky130_fd_sc_hd__xnor2_2_A_Y,38.24µm
filter.x_in\[6\]_sky130_fd_sc_hd__and2_2_A_B_sky130_fd_sc_hd__a31o_2_X_B1_sky130_fd_sc_hd__and2_2_X_B_sky130_fd_sc_hd__o22a_2_X_B1,38.22µm
net81,38.08µm
spi_out.bit_cnt\[0\],37.9µm
net75,37.88µm
filter.y_out\[0\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__xor2_2_X_A_sky130_fd_sc_hd__and3b_2_X_C_sky130_fd_sc_hd__a21o_2_X_A2_sky130_fd_sc_hd__o21ai_2_Y_B1_sky130_fd_sc_hd__or2_2_X_A_sky130_fd_sc_hd__a21oi_2_Y_A1_sky130_fd_sc_hd__and2_2_X_B_sky130_fd_sc_hd__nand2_2_B_Y,37.4µm
filter.y_out\[0\]_sky130_fd_sc_hd__dfrtp_2_Q_D_sky130_fd_sc_hd__xor2_2_X_A_sky130_fd_sc_hd__and3b_2_X_B_sky130_fd_sc_hd__o211a_2_X_C1_sky130_fd_sc_hd__or3_2_X_A_sky130_fd_sc_hd__and2b_2_X_B,37.24µm
filter.x_in\[12\]_sky130_fd_sc_hd__xnor2_2_A_B_sky130_fd_sc_hd__xnor2_2_Y_B,36.66µm
